course_ID_full_orig,current_enrollment,spots_avl,pending_enrollment
11110FL  305900,7,21,0
11110FL  308700,20,0,0
11110FL  309000,30,0,0
11110FL  310000,15,15,0
11110FL  310100,30,0,0
11110FL  310200,9,21,0
11110FL  327100,20,10,0
11110FL  327300,30,0,0
11110FL  327700,28,0,0
11110FL  328001,11,19,0
11110FL  328002,42,0,0
11110FL  328003,42,0,0
11110FL  328004,42,0,0
11110FL  328005,42,0,0
11110FL  328006,42,0,0
11110FL  328007,9,33,1
11110FL  328008,6,36,4
11110FL  328101,3,27,0
11110FL  328102,27,15,0
11110FL  341600,8,22,0
11110FL  342400,19,11,0
11110FL  343100,11,19,0
11110FL  343400,17,11,0
11110FL  344500,23,7,1
11110FL  350100,11,19,1
11110FL  402500,11,19,0
11110FL  403900,11,17,0
11110FL  404400,7,23,0
11110FL  404401,22,20,0
11110FL  404701,20,10,0
11110FL  404702,39,3,0
11110FL  404703,41,1,0
11110FL  404900,15,15,0
11110FL  405100,20,0,0
11110FL  405400,10,20,0
11110FL  407100,8,22,0
11110FL  416500,11,5,1
11110FL  420700,11,19,0
11110FL  420800,7,23,0
11110FL  421100,18,12,0
11110FL  421300,12,18,0
11110FL  500100,0,18,1
11110FL  513700,3,15,1
11110FL  520100,0,18,0
11110FL  525000,4,14,0
11110FL  560100,0,18,1
11110FL  571800,5,13,1
11110FL  582200,5,13,0
11110FL  592200,0,18,0
11110FL  600100,4,∞,0
11110GE  200101,0,0,0
11110GE  200102,0,0,0
11110GE  200103,0,0,0
11110HIS 233700,9,11,1
11110GEC 170401,30,20,1
11110HIS 233100,33,27,1
11110GEC 170202,44,16,0
11110GEC 160300,45,5,0
11110GEC 161300,45,5,2
11110GEC 170402,45,5,1
11110HIS 213100,47,13,4
11110GEC 161200,53,7,2
11110GEC 112400,53,7,2
11110GEC 111300,54,6,4
11110GEC 161500,54,6,1
11110GEC 170201,54,6,1
11110GEC 112100,54,6,3
11110GEC 170500,54,6,4
11110GEC 110700,54,6,0
11110GEC 110800,57,6,3
11110GEC 112300,57,18,1
11110GEC 110302,63,7,15
11110HIS 233300,70,0,0
11110GEC 110301,79,8,14
11110HIS 213000,120,0,0
11110HIS 232700,160,0,0
11110GEC 150201,16,34,4
11110GEC 150200,19,31,0
11110GEC 150700,27,3,0
11110GEC 150101,34,21,1
11110GEC 111502,44,6,10
11110GEC 150800,44,6,1
11110GEC 120301,45,5,3
11110GEC 120302,45,5,18
11110GEC 120303,45,5,13
11110GEC 120304,45,5,14
11110GEC 111501,45,5,7
11110GEC 111503,45,5,4
11110GEC 110500,53,7,5
11110GEC 150102,54,6,0
11110GEC 120100,54,6,8
11110GEC 120700,72,8,7
11110GEC 120200,89,11,7
11110GEC 150401,144,16,8
11110GEC 150402,144,16,11
11110LS  114300,199,41,11
11110GEC 130401,11,39,0
11110FL  350100,11,19,1
11110GEC 130800,30,20,0
11110GEC 130402,31,19,4
11110GEC 131100,33,17,0
11110GEC 161001,36,4,2
11110GEC 161002,36,4,1
11110GEC 131000,45,5,11
11110GEC 131400,45,5,2
11110GEC 130101,45,5,5
11110GEC 130102,45,5,2
11110GEC 160201,45,5,12
11110GEC 160100,45,5,2
11110GEC 162000,45,5,4
11110GEC 161100,45,5,2
11110GEC 131600,45,5,0
11110GEC 131301,45,5,7
11110GEC 131302,45,5,2
11110GEC 132000,45,5,3
11110GEC 160202,50,5,5
11110GEC 160600,54,6,0
11110GEC 131500,54,6,2
11110GEC 130700,54,6,3
11110GEC 131800,54,6,1
11110ECON100102,0,100,3
11110ECON100104,0,100,7
11110ECON100105,0,60,16
11110ECON100106,0,80,18
11110ECON100101,0,170,11
11110ECON100103,0,100,5
11110GEC 140201,16,34,1
11110GEC 140602,19,31,0
11110ECON221200,30,75,3
11110GEC 140202,31,19,0
11110GEC 140601,35,15,1
11110GEC 140401,45,5,5
11110GEC 140402,45,5,4
11110GEC 140403,45,5,5
11110GEC 120601,45,5,14
11110GEC 120602,45,5,12
11110GEC 140500,45,5,2
11110GEC 140300,54,6,6
11110HSS 202500,24,1,3
11110GE  134100,28,12,3
11110PHYS241000,40,80,2
11110GE  138200,58,2,1
11110GE  115100,60,0,0
11110BMES433100,79,16,6
11110GE  187200,19,41,0
11110GE  186200,19,41,1
11110GE  154200,24,26,2
11110GE  190200,33,17,3
11110GE  170200,38,12,0
11110GE  183200,45,5,1
11110GE  180200,50,0,0
11110GE  173202,50,0,0
11110PHYS370000,50,0,0
11110GE  160300,60,0,0
11110GE  178200,60,0,0
11110GE  196200,60,0,0
11110GE  168200,60,0,0
11110GE  107200,60,0,0
11110GE  101200,60,0,0
11110GE  102200,61,9,2
11110GE  172200,69,1,6
11110GE  191200,70,0,0
11110GE  189200,89,1,12
11110GE  122100,90,0,0
11110GE  173201,98,2,0
11110GE  162200,27,33,2
11110LS  374500,38,32,1
11110GE  193200,46,4,3
11110GE  185200,60,0,0
11110GE  160200,60,0,0
11110GE  101300,3,47,0
11110GE  155300,6,44,0
11110GE  132300,9,41,3
11110GE  137300,19,31,2
11110GE  126300,29,21,0
11110GE  111300,36,14,3
11110GE  149300,41,19,4
11110LST 350302,47,73,0
11110GE  141300,80,0,0
11110LST 350301,98,62,8
11110GE  150300,100,0,0
11110GE  129400,4,56,0
11110TE  202102,6,24,1
11110TE  202101,8,22,0
11110GE  152400,14,36,0
11110THC 100200,15,5,0
11110GE  139400,18,32,2
11110HSS 350800,18,12,0
11110GE  174400,19,31,2
11110GE  183400,20,0,0
11110GE  118300,23,27,2
11110GE  123300,25,25,2
11110GE  182400,27,33,4
11110GE  158400,32,18,6
11110GE  128400,36,24,1
11110GE  117300,36,24,3
11110HSS 270000,37,63,2
11110GE  144300,49,11,8
11110GE  130300,50,0,0
11110GE  144400,50,0,0
11110GE  171400,58,2,1
11110GE  160400,59,71,12
11110GE  140400,60,0,0
11110GE  154400,65,55,15
11110GE  113500,17,23,4
11110GE  140500,28,32,7
11110GE  199400,49,1,0
11110GE  134500,50,0,0
11110GE  137500,50,0,0
11110ECON425100,50,0,0
11110GE  130500,50,0,0
11110UPMT200200,50,0,0
11110GE  135500,70,230,2
11110GE  136500,84,1,0
11110GE  124500,90,0,0
11110JITA111000,4,31,0
11110GE  170600,5,45,0
11110HIS 231700,6,14,0
11110GE  123600,7,43,1
11110JMU 202300,8,12,0
11110GE  157600,12,38,2
11110GE  140602,15,0,0
11110GE  140601,15,0,0
11110GE  154600,15,0,0
11110GE  193600,20,0,0
11110HSS 392200,20,0,0
11110GE  135600,21,29,2
11110GE  122600,23,27,0
11110GE  155600,30,55,1
11110GE  169600,30,0,0
11110GE  181602,44,6,3
11110GE  181601,50,0,0
11110GE  118600,60,0,0
11110GE  134600,60,0,0
11110GE  103600,70,0,0
11110GE  125600,70,0,0
11110GE  199600,100,0,0
11110GE  115600,8,7,1
11110GE  106600,11,9,1
11110GE  114600,13,7,0
11110GE  158600,14,6,0
11110GE  119600,18,2,1
11110GE  120601,20,0,0
11110GE  120602,20,0,0
11110GE  108600,20,0,0
11110GE  107600,20,0,0
11110GE  128601,20,0,0
11110GE  128602,20,0,0
11110GE  175600,22,3,0
11110GE  109601,25,0,0
11110GE  109602,25,0,0
11110HSS 320800,6,14,0
11110HSS 371200,11,19,1
11110HSS 322800,11,44,0
11110HSS 331700,17,8,0
11110HSS 220300,19,41,0
11110HSS 320700,19,41,1
11110HSS 324300,19,11,2
11110HSS 220000,20,40,0
11110GE  125700,20,40,1
11110HSS 351700,21,29,0
11110HSS 101100,35,45,15
11110GE  163700,50,0,0
11110GE  168700,50,0,0
11110GE  141800,0,0,0
11110HSS 315900,3,47,0
11110HSS 315700,5,35,0
11110GE  116800,6,44,0
11110HSS 211800,6,24,0
11110CL  151000,8,47,2
11110HSS 315600,9,21,0
11110GE  114800,10,40,1
11110HSS 312500,10,5,0
11110GE  112800,11,49,2
11110GE  119800,12,38,0
11110GE  145800,14,36,2
11110CL  280600,14,6,0
11110HSS 391700,15,15,0
11110GE  100800,16,34,1
11110HSS 356000,16,34,0
11110HSS 372900,18,22,2
11110HIS 111000,19,61,1
11110GE  144800,20,0,0
11110HSS 332100,21,4,1
11110FL  344500,23,7,1
11110HSS 110000,25,5,9
11110HSS 211700,25,0,0
11110GE  137600,34,16,1
11110GE  143800,42,18,1
11110HIS 260500,43,37,2
11110GE  131800,50,0,0
11110GE  115800,54,1,1
11110GE  132800,55,0,0
11110HIS 240200,85,0,0
11110HIS 233700,9,11,1
11110GEC 170401,30,20,1
11110HIS 233100,33,27,1
11110GEC 170202,44,16,0
11110GEC 160300,45,5,0
11110GEC 161300,45,5,2
11110GEC 170402,45,5,1
11110HIS 213100,47,13,4
11110GEC 161200,53,7,2
11110GEC 112400,53,7,2
11110GEC 111300,54,6,4
11110GEC 161500,54,6,1
11110GEC 170201,54,6,1
11110GEC 112100,54,6,3
11110GEC 170500,54,6,4
11110GEC 110700,54,6,0
11110GEC 110800,57,6,3
11110GEC 112300,57,18,1
11110GEC 110302,63,7,15
11110HIS 233300,70,0,0
11110GEC 110301,79,8,14
11110HIS 213000,120,0,0
11110HIS 232700,160,0,0
11110GEC 150201,16,34,4
11110GEC 150200,19,31,0
11110GEC 150700,27,3,0
11110GEC 150101,34,21,1
11110GEC 111502,44,6,10
11110GEC 150800,44,6,1
11110GEC 120301,45,5,3
11110GEC 120302,45,5,18
11110GEC 120303,45,5,13
11110GEC 120304,45,5,14
11110GEC 111501,45,5,7
11110GEC 111503,45,5,4
11110GEC 110500,53,7,5
11110GEC 150102,54,6,0
11110GEC 120100,54,6,8
11110GEC 120700,72,8,7
11110GEC 120200,89,11,7
11110GEC 150401,144,16,8
11110GEC 150402,144,16,11
11110LS  114300,199,41,11
11110GEC 130401,11,39,0
11110FL  350100,11,19,1
11110GEC 130800,30,20,0
11110GEC 130402,31,19,4
11110GEC 131100,33,17,0
11110GEC 161001,36,4,2
11110GEC 161002,36,4,1
11110GEC 131000,45,5,11
11110GEC 131400,45,5,2
11110GEC 130101,45,5,5
11110GEC 130102,45,5,2
11110GEC 160201,45,5,12
11110GEC 160100,45,5,2
11110GEC 162000,45,5,4
11110GEC 161100,45,5,2
11110GEC 131600,45,5,0
11110GEC 131301,45,5,7
11110GEC 131302,45,5,2
11110GEC 132000,45,5,3
11110GEC 160202,50,5,5
11110GEC 160600,54,6,0
11110GEC 131500,54,6,2
11110GEC 130700,54,6,3
11110GEC 131800,54,6,1
11110ECON100102,0,100,3
11110ECON100104,0,100,7
11110ECON100105,0,60,16
11110ECON100106,0,80,18
11110ECON100101,0,170,11
11110ECON100103,0,100,5
11110GEC 140201,16,34,1
11110GEC 140602,19,31,0
11110ECON221200,30,75,3
11110GEC 140202,31,19,0
11110GEC 140601,35,15,1
11110GEC 140401,45,5,5
11110GEC 140402,45,5,4
11110GEC 140403,45,5,5
11110GEC 120601,45,5,14
11110GEC 120602,45,5,12
11110GEC 140500,45,5,2
11110GEC 140300,54,6,6
11110GOM 600000,1,∞,0
11110GPTS511200,3,∞,0
11110GPTS511300,0,∞,0
11110GPTS511900,1,∞,0
11110GPTS521600,6,∞,0
11110GPTS522200,14,∞,0
11110GPTS600000,1,∞,0
11110HBA 500200,0,15,4
11110HBA 500300,0,15,4
11110HBA 500400,0,15,5
11110HBA 500800,14,1,0
11110HBA 500900,14,1,0
11110HIS 111000,19,61,1
11110HIS 213000,120,0,0
11110HIS 213100,47,13,4
11110HIS 231700,6,14,0
11110HIS 232700,160,0,0
11110HIS 233100,33,27,1
11110HIS 233300,70,0,0
11110HIS 233700,9,11,1
11110HIS 240200,85,0,0
11110HIS 260500,43,37,2
11110HIS 503600,7,∞,0
11110HIS 504000,8,∞,0
11110HIS 510000,6,∞,0
11110HIS 510300,9,∞,0
11110HIS 511800,11,∞,0
11110HIS 514700,9,6,2
11110HIS 610900,1,∞,0
11110HIS 680000,2,∞,0
11110HIS 700500,8,∞,0
11110HIS 800000,2,∞,0
11110HSS 100100,10,90,26
11110HSS 100300,80,0,0
11110HSS 101100,35,45,15
11110HSS 110000,25,5,9
11110HSS 140000,13,87,22
11110HSS 150000,68,16,18
11110HSS 200300,60,∞,0
11110HSS 202500,24,1,3
11110HSS 211700,25,0,0
11110HSS 211800,6,24,0
11110HSS 220000,20,40,0
11110HSS 220300,19,41,0
11110HSS 221300,8,17,1
11110HSS 230000,20,∞,0
11110HSS 230100,31,∞,0
11110HSS 230200,11,19,0
11110HSS 240100,40,0,0
11110HSS 240200,29,1,2
11110HSS 250300,15,0,0
11110HSS 251700,5,∞,0
11110HSS 270000,37,63,2
11110HSS 290000,30,0,0
11110HSS 291000,11,19,0
11110HSS 291400,20,0,0
11110HSS 291700,25,0,0
11110HSS 300600,51,∞,0
11110HSS 301400,20,0,0
11110HSS 310400,15,0,0
11110HSS 311900,0,60,3
11110HSS 312500,10,5,0
11110HSS 315600,9,21,0
11110HSS 315700,5,35,0
11110HSS 315800,4,26,0
11110HSS 315900,3,47,0
11110HSS 316000,6,54,0
11110HSS 316200,9,41,0
11110HSS 320700,19,41,1
11110HSS 320800,6,14,0
11110HSS 321700,21,29,0
11110HSS 322800,11,44,0
11110HSS 324300,19,11,2
11110HSS 331700,17,8,0
11110HSS 331800,0,∞,0
11110HSS 332100,21,4,1
11110HSS 340100,30,20,0
11110HSS 341000,29,∞,0
11110HSS 342600,9,31,0
11110HSS 344300,0,25,3
11110HSS 348400,20,0,0
11110HSS 350800,18,12,0
11110HSS 351300,3,∞,0
11110HSS 351700,21,29,0
11110HSS 352000,25,0,0
11110HSS 352600,24,1,1
11110HSS 356000,16,34,0
11110HSS 360200,8,∞,0
11110HSS 371200,11,19,1
11110HSS 372900,18,22,2
11110HSS 380200,0,∞,0
11110HSS 382500,12,13,0
11110HSS 391700,15,15,0
11110HSS 392200,20,0,0
11110HSS 392700,20,0,0
11110HSS 400000,7,∞,0
11110HSS 490200,25,0,0
11110IACS500000,0,∞,0
11110IACS500400,1,19,0
11110IACU585200,1,∞,0
11110IBP 100100,5,30,3
11110IBP 100201,2,18,2
11110IBP 100202,4,12,2
11110IBP 100301,0,20,2
11110IBP 100302,6,∞,0
11110IBP 100500,4,31,1
11110IBP 100600,3,27,3
11110IBP 101500,35,0,0
11110IBP 102100,0,15,0
11110IBP 102300,25,10,0
11110IBP 102400,7,18,0
11110IBP 201400,26,∞,0
11110IBP 201500,24,1,1
11110IBP 201701,15,0,0
11110IBP 201702,14,1,1
11110IBP 300100,8,27,1
11110IBP 301000,11,24,0
11110IBP 401200,9,∞,0
11110IBP 402000,17,8,0
11110IBP 403000,17,23,0
11110ICMS500200,4,∞,0
11110ICMS500300,0,28,1
11110ICMS510200,1,17,0
11110ICMS510400,1,17,1
11110ICMS510800,2,26,0
11110ICMS540400,0,18,0
11110ICMS550200,0,28,0
11110ICMS550800,0,28,1
11110ICMS551200,2,26,0
11110ICMS650200,1,27,1
11110IEEM101000,0,80,15
11110IEEM202101,60,0,0
11110IEEM202102,8,52,0
11110IEEM203000,60,0,0
11110IEEM203002,20,40,0
11110IEEM207000,50,0,0
11110IEEM208000,80,0,0
11110IEEM281000,80,0,0
11110IEEM301000,80,0,0
11110IEEM303000,80,0,0
11110IEEM305000,80,0,0
11110IEEM305400,48,7,0
11110IEEM318100,50,0,0
11110IEEM401000,0,0,0
11110IEEM480000,25,25,0
11110IEEM491100,50,0,0
11110IEEM500000,15,84,30
11110IEEM510300,7,43,9
11110IEEM510400,14,36,2
11110IEEM510800,0,0,0
11110IEEM510900,25,25,5
11110IEEM512700,10,20,10
11110IEEM513500,22,28,16
11110IEEM523700,6,44,12
11110IEEM523900,2,48,11
11110IEEM524900,1,49,7
11110IEEM531100,11,39,10
11110IEEM536900,29,21,18
11110IEEM538000,5,45,9
11110IEEM538100,6,24,2
11110IEEM543000,7,43,13
11110IEEM552300,17,33,7
11110IEEM560600,9,41,9
11110IEEM580000,26,24,8
11110IEEM600000,76,∞,0
11110IEEM700000,3,∞,0
11110IEEM710100,9,21,0
11110IEM 500000,12,∞,0
11110IEM 560200,26,14,16
11110IEM 560500,1,44,25
11110IEM 561300,15,35,16
11110IIS 500000,0,0,0
11110IIS 500200,167,∞,0
11110IIS 690000,22,∞,0
11110IMBA400100,10,8,4
11110IMBA400200,18,7,5
11110IMBA500000,8,∞,0
11110IMBA500600,13,17,1
11110IMII600000,3,∞,0
11110IMS 500200,4,∞,0
11110IMS 501700,17,∞,0
11110IMS 501800,0,0,0
11110IMS 530000,0,∞,0
11110IMS 600000,0,∞,0
11110IPE 100300,0,60,10
11110IPHD400100,0,0,0
11110IPHD410000,0,0,0
11110IPHD501300,0,0,0
11110IPHD601400,5,10,0
11110IPHD700100,15,25,0
11110IPHD700200,0,∞,0
11110IPHD710000,2,8,1
11110IPHD710500,0,∞,0
11110IPHD750000,1,∞,0
11110IPHD800000,7,∞,0
11110IPIM600000,0,∞,0
11110IPNS300100,0,∞,0
11110IPNS400000,14,∞,0
11110IPNS401000,4,∞,0
11110IPT 510000,33,∞,0
11110IPT 514000,9,49,22
11110IPT 514200,3,17,21
11110IPT 514300,0,20,0
11110IPT 516000,2,38,9
11110IPT 518000,1,39,3
11110IPT 533000,3,27,5
11110IPT 534100,0,50,0
11110IPT 543000,1,39,4
11110IPT 546000,1,49,1
11110IPT 552000,3,27,10
11110IPT 553000,13,7,5
11110IPT 561000,3,22,1
11110IPT 591000,15,120,21
11110IPT 620000,0,0,0
11110IPT 692000,0,51,2
11110IPT 710000,1,∞,0
11110IPT 720000,0,0,0
11110IPTH100100,9,∞,0
11110IPTH100800,0,90,32
11110IPTH101100,0,0,0
11110IPTH101300,0,0,0
11110IPTH201100,0,0,0
11110IPTH202100,0,0,0
11110IPTH202200,0,0,0
11110IPTH203100,0,0,0
11110IPTH203200,0,0,0
11110IPTH204100,0,0,0
11110IPTH205100,0,0,0
11110IPTH205200,0,0,0
11110ISA 536200,65,10,15
11110ISA 543100,49,1,13
11110ISA 556000,25,0,0
11110ISA 556100,90,0,0
11110ISA 557900,25,5,8
11110ISA 560100,12,8,4
11110ISA 562100,40,0,0
11110ISA 565100,38,∞,0
11110ISA 581000,103,17,25
11110ISA 590100,0,0,0
11110ISA 591100,0,0,0
11110ISA 612000,39,1,8
11110ISA 683000,20,22,4
11110ISA 683200,30,0,0
11110ISA 690000,43,∞,0
11110ISA 890000,6,∞,0
11110ISS 406600,50,0,0
11110ISS 500000,24,∞,0
11110ISS 500100,11,∞,0
11110ISS 500200,20,1,0
11110ISS 506000,15,∞,0
11110ISS 506500,20,0,0
11110ISS 506700,25,0,0
11110ISS 506800,11,1,0
11110ISS 507000,11,19,4
11110ISS 507200,15,0,0
11110ISS 508600,17,8,2
11110ISS 508700,2,28,1
11110ISS 509000,20,0,0
11110ISS 509200,20,0,0
11110ISS 509400,25,15,0
11110ISS 509900,8,∞,0
11110ISS 700000,3,∞,0
11110ISS 700400,2,∞,0
11110JAC 100101,0,80,12
11110JAC 100102,0,40,5
11110JAC 100103,5,35,13
11110JAC 100200,3,97,24
11110JAC 100300,4,96,13
11110JAD 110100,0,50,16
11110JAD 120100,0,50,12
11110JAD 120200,0,50,12
11110JAD 120300,0,50,10
11110JAD 120400,0,50,10
11110JAD 125100,1,49,9
11110JAD 130100,1,49,10
11110JAD 130200,3,47,10
11110JAD 139700,0,40,8
11110JAD 210200,32,18,0
11110JAD 210300,45,5,1
11110JAD 225400,24,26,0
11110JAD 226200,18,32,0
11110JAD 226300,8,32,0
11110JAD 226400,24,11,0
11110JAD 226500,24,11,0
11110JAD 226600,8,27,0
11110JAD 226700,23,17,0
11110JAD 226800,20,20,0
11110JAD 230500,41,9,0
11110JAD 230600,45,0,0
11110JAD 235200,16,9,0
11110JAD 235300,20,15,0
11110JAD 235400,30,5,0
11110JAD 235500,28,7,0
11110JAD 238700,25,20,0
11110JAD 310600,39,1,0
11110JAD 321200,35,15,0
11110JAD 325700,11,39,0
11110JAD 327600,22,18,0
11110JAD 327700,31,9,0
11110JAD 327800,8,17,0
11110JAD 327900,18,32,0
11110JAD 328000,10,30,0
11110JAD 328100,21,19,0
11110JAD 328300,34,16,0
11110JAD 330900,34,6,0
11110JAD 331000,40,0,0
11110JAD 336200,12,0,0
11110JAD 336300,13,7,0
11110JAD 336400,10,10,0
11110JAD 336500,7,13,0
11110JAD 337200,14,21,0
11110JAD 337300,10,25,0
11110JAD 337400,12,23,0
11110JAD 337500,4,21,0
11110JAD 339000,28,7,0
11110JAD 339100,29,11,0
11110JAD 339200,24,16,0
11110JAD 345500,10,20,0
11110JAD 421300,35,5,0
11110JAD 425900,19,26,0
11110JAD 429400,26,24,0
11110JAD 431300,40,0,0
11110JAD 431400,40,0,0
11110JAD 438100,9,16,0
11110JAD 438200,10,20,0
11110JAD 438300,12,13,0
11110JAD 438400,8,27,0
11110JAD 438500,3,27,0
11110JAD 442600,31,29,0
11110JAD 510100,3,9,2
11110JAD 510200,3,12,3
11110JAD 515100,1,11,2
11110JAD 515200,3,9,2
11110JAD 515300,2,10,2
11110JAD 515500,3,9,1
11110JAD 515700,4,8,1
11110JAD 520100,0,20,1
11110JAD 525100,7,13,0
11110JAD 525400,0,12,0
11110JAD 525500,2,10,0
11110JAD 530100,0,18,4
11110JAD 530200,0,18,3
11110JAD 535400,0,20,3
11110JAD 536900,6,19,2
11110JAD 610000,7,∞,0
11110JAD 610400,11,1,1
11110JAD 616000,4,8,1
11110JAD 616400,10,8,2
11110JAD 625800,1,11,1
11110JAD 625900,4,16,1
11110JAD 626000,3,17,0
11110JAD 626200,1,19,1
11110JAD 626300,3,12,0
11110JANT510100,0,20,3
11110JANT510200,0,20,3
11110JANT510300,0,12,3
11110JANT520100,0,15,1
11110JITA110800,3,32,4
11110JITA111000,4,31,0
11110JITA210900,20,10,0
11110JITA211000,25,5,0
11110JITA211300,26,9,0
11110JITA220100,17,3,0
11110JITA220200,8,7,0
11110JITA220700,18,17,1
11110JITA230700,5,25,2
11110JITA230800,7,23,0
11110JITA310100,12,18,0
11110JITA320200,14,16,0
11110JITA320400,8,0,0
11110JITA320500,8,0,0
11110JITA320600,8,0,0
11110JITA330200,18,12,1
11110JITA410100,23,∞,0
11110JMU 100101,0,0,0
11110JMU 100102,0,0,0
11110JMU 100103,0,0,0
11110JMU 100301,0,0,0
11110JMU 100302,0,0,0
11110JMU 100700,8,17,0
11110JMU 100800,118,∞,0
11110JMU 101300,3,17,3
11110JMU 101500,7,13,1
11110JMU 102100,73,∞,0
11110JMU 102300,25,∞,0
11110JMU 102500,31,∞,0
11110JMU 102701,15,∞,0
11110JMU 102702,31,∞,0
11110JMU 102900,9,∞,0
11110JMU 103100,14,26,0
11110JMU 103300,4,6,1
11110JMU 104100,7,8,0
11110JMU 104501,0,0,0
11110JMU 104502,0,0,0
11110JMU 104503,0,0,0
11110JMU 104504,0,0,0
11110JMU 104505,0,0,0
11110JMU 104600,4,36,0
11110JMU 104700,2,38,0
11110JMU 104900,7,33,0
11110JMU 200101,20,20,0
11110JMU 200102,14,26,0
11110JMU 200300,26,14,0
11110JMU 200500,38,2,0
11110JMU 200700,43,7,1
11110JMU 201300,12,4,0
11110JMU 201800,18,2,1
11110JMU 201900,8,32,0
11110JMU 202300,8,12,0
11110JMU 202500,7,33,0
11110JMU 203700,18,22,0
11110JMU 300100,36,4,0
11110JMU 300500,40,0,0
11110JMU 301300,13,27,0
11110JMU 301400,12,33,0
11110JMU 301600,40,10,1
11110JMU 301700,14,16,0
11110JMU 301800,15,10,0
11110JMU 302200,12,28,0
11110JMU 302700,6,24,1
11110JMU 303400,2,38,0
11110JMU 303601,14,1,0
11110JMU 303602,15,0,0
11110JMU 304100,8,7,0
11110JMU 400100,40,0,0
11110JMU 400500,12,28,0
11110JMU 400700,10,30,1
11110JMU 401700,11,∞,0
11110JMU 402100,0,0,0
11110JMU 402300,27,13,4
11110JMU 500900,25,∞,0
11110JMU 501000,11,29,3
11110JMU 501600,7,8,1
11110JMU 502300,14,6,4
11110JMU 503300,13,27,2
